full_text,fold,label_1,label_2,label_3,majority_vote,tie_break,gold_label
"«Το ξεπούλημα του Ναυαγίου Ζακύνθου.

Ο κλέψας του κλέψαντος!

Τέτοιας έκτασης κομπίνα δεν στήνεται μόνο από τοπικούς παράγοντες»
@documentonews ç",2,-1,-1,-1,-1,,-1
"Επισκέφθηκα σήμερα την Μονάδα Ημερήσιας Νοσηλείας του καλού φίλου, ιατρού, Νίκου Φιλιώτη. 
Ο χώρος της υγείας χρειάζεται όλους όσους τον υπηρετούν, και σκοπός των ικανών είναι να επεκτείνουν να σχέδιά τους, με καθημερινό κόπο. https://t.co/1ceVr7HvWn",2,1,1,1,1,,1
Καταπέλτης ο @velopky κατά Βουλευτή του #ΣΥΡΙΖΑ: Εγώ διαφωνώ με τη μάσκα αλλά την φοράω. Εσείς που προωθείτε τον εγκλεισμό γιατί πηγαίνετε σε πορείες; @ellinikilisi https://t.co/A0jC025mJV,1,-1,-1,-1,-1,,-1
Η καινοτομία απαραίτητη προϋπόθεση για την επίλυση των περιβαλλοντικών ζητημάτων https://t.co/rQ0TXZATHq,0,0,0,0,0,,0
"Ερώτηση Ευρ. Στυλιανίδη για τους εκπαιδευτικούς που έμειναν εκτός λίστας, λόγω προβλημάτων στο «e-paravolo» https://t.co/PYuEJKjdLX",0,0,0,0,0,,0
Παραδώσατε την ζωή μας στους δανειστές και τώρα λέτε ότι θα την πάρουμε πίσω με τα εμβόλια! @VELOPKY @ELLINIKILISI https://t.co/BsrlBo7Dgs,4,-1,-1,-1,-1,,-1
"➡️ Συνάντηση στα Καλάβρυτα με τον Υφυπουργό Παιδείας (αρμόδιο για θέματα Ανώτατης Εκπαίδευσης) Άγγελο Συρίγο. 
➡️ Του έθεσα -για μια φορά ακόμα- τα επιχειρήματα για την παραμονή του Τμήματος Φυσικοθεραπείας στο Αίγιο._

#Αχαΐα #Αίγιο #Φυσικοθεραπεία

https://t.co/ZqhfPLy7HH",0,0,0,0,0,,0
Τουλάχιστον ντροπιαστικό το στιγμιότυπο για τον ΠΘ μια χώρας που έκλεψε Ελληνικές αρχαιότητες και αρνείται να τις επιστρέψει... Αρχαιότητες που χρόνια τώρα τις εκμεταλλεύονται οικονομικά και θησαυρίζουν τα ταμεία των μουσείων τους με δικά μας εκθέματα! @ellinikilisi @velopky https://t.co/jKzqYWXaBK,2,-1,-1,-1,-1,,-1
"Ταινία Μικρού Μήκους ""Watch Over Me"" - Σεξουαλική κακοποίηση ενάντια στα... https://t.co/oxIPj7WlPC via @YouTube",0,0,0,0,0,,0
"Αυτοθυσία, γενναιότητα, αυταπάρνηση, επαγγελματισμός χαρακτηρίζουν την μεγάλη  προσφορά και το έργο, που αφήνουν οι απόστρατοι στις νέες γενιές του αστυνομικού σώματος.
Ένα μεγάλο ευχαριστώ για όλα! https://t.co/DgkiyYqxVg",4,1,1,1,1,,1
Ο Δήμαρχος Θεσσαλονίκης εκλιπαρεί -κατά δήλωσή του- εκ νέου την κυβέρνηση να δώσει λύση στο ζήτημα της αγοράς της Θεσσαλονίκης. Με ικεσίες και παρακλήσεις όμως δεν λύνονται τα πραγματικά προβλήματα. Τον είχαμε προειδοποιήσει εγκαίρως ότι η Θεσσαλονίκη αδικείται σφόδρα,0,-1,-1,-1,-1,,-1
"Συνέντευξή μου στο ""Liberal"": ""Οι αλλαγές στην Παιδεία πρέπει να προχωρήσουν"". https://t.co/hQVXs99o9S",0,-1,0,0,0,,0
"Η Ευρώπη χωρίς την Ελλάδα δεν θα ήταν Ευρώπη...42 χρόνια πριν υπογράφεται η συνθήκη προσχώρησης της Ελλάδας στην ευρωπαϊκή οικογένεια, με βασικό πρωταγωνιστή τον Εθνάρχη μας που το οραματίστηκε, τον Κωνσταντίνο Καραμανλή. https://t.co/7zSiG9M2pK",3,1,1,1,1,,1
"Ντροπή➡️να συζητάμε εάν πρέπει να τερματιστεί η κατάληψη ή αν πρέπει να υπάρχουν καταλήψεις,➡️οι κυβερνήσεις να MHN δίνουν λύσεις στα χρόνια προβλήματα της παιδείας, δίνοντας έτσι «λαβή» σε κάθε καταληψία να κάνει την«κομματική γυμναστική»του στερώντας το μάθημα 70.000 φοιτητών!",0,-1,-1,-1,-1,,-1
"Τραγική η κατάσταση στο Αττικό. Η κατάσταση έχει ξεφύγει, με τον κορεσμό των ΜΕΘ να αποκλείει πλέον ασθενείς από τη διάσωση. Κάλεσα μέσω επίκαιρης τον Υπουργό να έρθει στην ολομέλεια και να απολογηθεί. 125 νέες ΜΕΘ θα είχαμε αν δεν έδιναν 20εκ. για αστυνομία πανεπιστημίων.",0,-1,-1,-1,-1,,-1
Ολόθερμες ευχές για Καλό Πάσχα με υγεία και αγαλλίαση στις ψυχές όλων!,3,1,1,1,1,,1
Πληρωμένη «ελευθερία» 150€.,1,-1,-1,-1,-1,,-1
"Η ζωή πάντα θα νικά!
Καλή εβδομάδα,με μαμά και γιο να χαίρουν άκρας υγείας.
ΥΓ: Από σήμερα το υπεραστικό ΚΤΕΛ ν.Λάρισας,αυξάνεται κατά ένα μέλος,με τον Πρόεδρο - παππού,Βασίλη Μανδηλά να ετοιμάζεται για...γιορτή.
Καλημέρα!
#Μαζί_συνεχίζουμε https://t.co/MVNZ87tw2A",1,1,1,1,1,,1
"Πρέπει να δημιουργήσουμε ένα Πρόγραμμα Πράσινων Δημόσιων Έργων που θα διασφαλίζει αξιοπρεπή δουλειά στο δημόσιο τομέα για όποιον ή όποια κάτοικο της Ευρώπης το επιθυμεί!

#GNDE #RealDeal #NoMoreEmptyPromises https://t.co/W5NWgTDh2c",1,1,1,1,1,,1
"Πατάνε σε δυο βάρκες και νομίζουν ότι δεν θα πέσουν! 

Την έβλεπα να διαβάζει το «ποίημα» της και καταλάβαινα σε πόσο δύσκολη θέση βρίσκεται. https://t.co/5yylBBbjMF",3,1,-1,-1,-1,,-1
"Η ομορφιά μπορεί να μην σώσει τελικά τον κόσμο, αλλά τον καθιστά σίγουρα πιο βιώσιμο. https://t.co/ytcZuCT9Sg",0,1,1,1,1,,1
"Μπορεί να έχουμε δημοκρατία ή να έχουμε κοινωνία εποπτείας, αλλά δεν μπορούμε να έχουμε και τα δύο. Μπορεί να έχουμε δημοκρατία ή να έχουμε συγκεντρωμένο πλούτο στα χέρια μερικών, αλλά δεν μπορούμε να έχουμε και τα δύο
Ο εποπτικός καπιταλισμός https://t.co/qywnWwSVXX",0,-1,-1,0,-1,,-1
"Ο κ. Μητσοτάκης προκάλεσε τη χθεσινή συζήτηση στη Βουλή, εν μέσω ορυμαγδού πανδημίας και σκανδάλων για να πει στην κοινωνία: πως ο κ. Λιγνάδης διορίστηκε μόνος του και πως δεν ήξερε ούτε τα τρολ της κυβέρνησής του!
#συνεντευξη @_Alpha989 @nikoltsiou @FilipposFil",1,-1,-1,-1,-1,,-1
To φιάσκο της Προανακριτικής δια χειρός Στουρνάρα... https://t.co/GSzClY9FLc,4,-1,-1,-1,-1,,-1
@EvgenTzavaras @ellinikilisi Ε αφού μπαζει θα ξέρετε καλύτερα από τον κ.Βιλιαρδο και την ομάδα του.Τα λέει καλύτερα ο φίλος σας ο λεβέντης Μαυρίδης φαίνεται. Περαστικα του.,0,-1,-1,-1,-1,,-1
"✅ την εγκαινίαση των εγκαταστάσεων του Υδατοδρομίου Κυλλήνης στις αρχές Σεπτεμβρίου

Δείτε περισσότερα 👉🏻 https://t.co/T9KtYkzRTS",4,1,1,0,1,,1
5. Να δούμε ποια είναι η τοποθέτηση της Θεσσαλονίκης από το 2021 και μετά. Για μένα είναι μια σύγχρονη περιφερειακή πόλη που κοιτά προς τα πάνω. Ψηλά. Η Θεσσαλονίκη ψηλά. #delphiforum,3,1,1,1,1,,1
"Με την τηλεκπαίδευση έγινε το πρώτο βήμα και όλη η εκπαιδευτική κοινότητα ενίσχυσε τις ψηφιακές της δεξιότητες. Τώρα, με το καινοτόμο πρόγραμμα Ψηφιακή Μέριμνα ύψους 112 εκατομμυρίων ευρώ, κάνουμε το επόμενο βήμα. 
Στόχος μας ο περαιτέρω ψηφιακός μετασχηματισμός της εκπαίδευσης. https://t.co/gl05dFqelD",4,1,1,1,1,,1
"Η εκλογή της Ελλάδας ως μη μόνιμου μέλους στο Σ. Ασφαλείας του ΟΗΕ για το 2025-26, θα σήμαινε ανάδειξη της δυνατότητας να παρεμβαίνει θετικά σε παγκόσμια προβλήματα. Η Ελλάδα έχει ως θεμελιώδη αρχή την εφαρμογή του Διεθνούς Δικαίου, όχι τον κανόνα της «ζούγκλας». @AthCollegeAlum https://t.co/WN87VDrkYf",0,1,1,0,1,,1
"Ανοίγουμε έναν νέο δρόμο. Το Κέντρο Υγείας Ιστιαίας είναι το πρώτο στην Ελλάδα που θα έχει Μονάδα Τεχνητού Νεφρού
https://t.co/dsZthopBGI",4,1,1,1,1,,1
"@Giordan13739789 Βγάλτε τα κομματικά γυαλιά
https://t.co/mAn9bZnLiD",1,-1,-1,-1,-1,,-1
"Το βασικό πρόβλημα του τριημέρου της «Μήδειας» ήταν ότι η Πολιτική Προστασία θεωρεί ότι επιτέλεσε το χρέος της στο έπακρο, χωρίς να αναλάβει καμία ευθύνη. Συνεπώς, υπήρξε επιτυχημένος συντονισμός και καθοδήγηση των αρμοδίων από τον κ.Χαρδαλιά; @thema_radio https://t.co/yFIkPlfZgq",3,-1,-1,-1,-1,,-1
Ένα επιπλέον κόστος μιας -σεβαστής- απόφασης που λήφθηκε σε στιγμή έξαρσης λαϊκισμού. https://t.co/lH30YFENiL,1,-1,-1,-1,-1,,-1
Βουλευτές δεν πατάνε στη βουλή αλλά παίρνουν το μισθό τους! Νομοθετούν όμως την διάλυση της εργασίας! @velopky @ellinikilisi https://t.co/SXRaC9ayWC,2,-1,-1,-1,-1,,-1
"2.500+ εργαζόμενοι κ εκατοντάδες επαγγελματίες που εμπλέκονται με τις κοινωνικές εκδηλώσεις στην Κρήτη, είναι σε απόγνωση. Το μέτρο είναι άδικο. Η κυβέρνηση οφείλει άμεσα να αλλάξει την απόφασή της κ να την προσαρμόσει στα ισχύοντα πρωτόκολλα ώστε να λειτουργήσουν όλα με ασφάλεια https://t.co/f0jR943WwS",4,-1,-1,-1,-1,,-1
Η Τουρκία αισθάνεται ότι την στενεύουν οι διερευνητικές επαφές. Δεν την συμφέρει μια διαδικασία οριοθετημένης συζήτησης και δεν μπορεί να απεμπλακεί εύκολα από μια διαδικασία που στηρίζουν ΕΕ και ΗΠΑ. @A984Official,1,1,0,0,0,,0
"- Σατανικό σχέδιο Χρυσοχοΐδη: άφησε τον ναζί Παπά να διαφύγει, προκειμένου μετά από 9 μήνες να πανηγυρίζει για την σύλληψή του. Ασύλληπτον!
- Τον έψαχναν σε 4 χώρες και τον βρήκαν μεταξύ Ζωγράφου, Παγκρατίου, Ηλυσίων και Γουδή.",4,-1,-1,-1,-1,,-1
"ΕΠΙΚΑΙΡΟ ΑΡΘΡΟ._

Εφημερίδα Γνώμη Πατρών - Τετάρτη, 12.5.2021

#έγκλημα #εγκληματικότητα https://t.co/fokp4aFZFy",4,0,0,0,0,,0
"Εμείς τουλάχιστον σεβόμαστε τη δημοκρατία. Λέμε ότι όποιος θέλει κάνει και όποιος δεν θέλει δεν το κάνει. Δεν λέμε, δεν πληρώνω ή (αποφεύγω να πληρωσω με τρυκ)τα δάνεια μου όπως λέει το κιναλ ΠΑΣΟΚ και η ΝΔ",4,-1,-1,-1,-1,,-1
"Συζήτησα σήμερα με τον υπουργό Μετανάστευσης και Ασύλου @nmitarakis τις εξελίξεις στην διαχείριση της μεταναστευτικής κρίσης στην Θράκη. Είναι φανερή η πρόοδος στην προστασία των συνόρων μας και στην αναγκαία εμπέδωση του αισθήματος ασφάλειας των πολιτών.
https://t.co/j7o53eeXKH https://t.co/55TeoLoHQB",3,1,1,1,1,,1
"Εύγε @bogdanosk απλά και καθαρά. Αν η Καθηγήτρια δεν συμμετείχε στο επεισόδιο και την αδίκησαν οι σχετικές αναρτήσεις, η συγγνώμη απαραίτητη, αλλά αν συμμετείχε ασφαλώς ΔΕΝ μπορεί να έχει θέση σε Ελληνικό Πανεπιστήμιο https://t.co/psWTAAPToe ελπίζω πραγματικά να είναι παρεξήγηση",2,1,1,1,1,,1
"Τα μέτρα για την #εστίαση, η οποία είναι ο ""μεγάλος ασθενής"" του lockdown, είναι στη σωστή κατεύθυνση και αποτελούν ένα πρώτο βήμα ανταπόκρισης στο αγωνιώδες αίτημα της αγοράς για ρευστότητα. Χρειάζονται όμως επιπλέον μακροχρόνιες λύσεις και όχι απλά «ανάσες». @tvstargr https://t.co/8bUMI09wgt",1,-1,1,1,1,,1
Σφακιά σήμερα. Η Γαύδος στο βάθος. Και ενδιάμεσα τα χωρικά ύδατα που θα επεκταθούν στα 12 νμ! #Σφακιά https://t.co/ypS6tnF8sG,2,1,1,0,1,,1
Ο αυτισμός είναι ένα απαιτητικό αλλά πανέμορφο ταξίδι. Δε μιλάμε για ασθένεια αλλά για μια αναπτυξιακή διαταραχή. Τα παιδιά με αυτισμό είναι ξεχωριστά. Είναι παιδιά που χρειάζονται αγάπη και αποδοχή. Οφείλουμε να στηρίξουμε αυτές τις οικογένειες #WorldAutismAwarenessDay https://t.co/KjCbxvUqtx,2,1,1,1,1,,1
"Εκκρεμούν 10.000 αντιρρήσεις για τους δασικούς χάρτες με τους ιδιοκτήτες να κινδυνεύουν να χάσουν τις περιουσίες τους, ενώ η #κυβερνηση_Μητσοτακη δεν μας απαντά συγκεκριμένα αν #αγρότες και κτηνοτρόφοι κινδυνεύουν με επιστροφή επιδοτήσεων #Ταγαρας #Βουλη #ερωτηση https://t.co/gVS8p2p7CP",2,-1,-1,-1,-1,,-1
"Επιστροφή στις σχολικές αίθουσες! Ετοιμη η τσάντα μας! Απαραίτητα μάσκα και αντισηπτικό! Βασικος στόχος η ασφάλεια των #μαθητών και των δασκάλων! 
Καλή αρχή σε όλα τα παιδιά και τους #εκπαιδευτικούς, με ασφάλεια, δημιουργικότητα και νέες εμπειρίες! https://t.co/tp8XiV8Ite",2,1,1,1,1,,1
"Α. Ξανθός: ""Στην Ελλάδα το θέμα της πατέντας το ανέδειξε πολιτικά ο ΣΥΡΙΖΑ και ο Αλ. Τσίπρας"" | Συνέντευξη στον ρ/σ Alpha 989 (Ηχητικό) https://t.co/VwSQjOwzdD",0,0,0,1,0,,0
"Η κυβέρνηση #Μητσοτάκη, εν μέσω καύσωνα, σας εύχεται καλό μήνα με ευρωπαϊκό ρεκόρ ακρίβειας ηλεκτρικού ρεύματος.
#Πολιτική_εξαπάτηση https://t.co/O1r2Hs4AsN",3,-1,-1,-1,-1,,-1
"""Οι #καναλάρχες έσπευσαν να εφαρμόσουν τα όσα #αντεργατικά νομοθέτησε η #κυβέρνηση"", τονίζουν σε κοινή δήλωσή τους ο Τομεάρχης Ψηφιακής Διακυβέρνησης, @marios_katsis και η αν. Τομεάρχης Ενημέρωσης και Επικοινωνίας του ΣΥΡΙΖΑ - ΠΣ, @NatasaGkara https://t.co/ZhMzTkq1hP",4,-1,-1,0,-1,,-1
Λαμπρή τελετή ορκωμοσίας νέων Υπαστυνόμων Β' στη Σχολή Αξιωματικών της Ελληνικής Αστυνομίας! Καλή τύχη στα νέα στελέχη του ιστορικού Σώματος! https://t.co/mM1W82zI7Q https://t.co/aK64lhWmeV,1,1,1,1,1,,1
"H συνέπεια είναι χαρακτηριστικό μιας σωστής διακυβέρνησης!Στην περίπτωση της #Κυβέρνηση_μητσοτακη άλλα λένε Δευτέρα, άλλα Τετάρτη &amp; άλλα κάνουν την Παρασκευή!Αναξιοπιστία σε όλο της το μεγαλείο!Ειδικά με το #Sputnik το τερμάτισαν! @ellinikilisi @velopky https://t.co/sHTqSMdh2y",1,-1,-1,-1,-1,,-1
"Αυτό είναι το πλήρες σχέδιο &amp; η ετοιμότητα, που δείχνει η #ΝΔ &amp; η αξιοπιστία της στη διαχείριση της πανδημίας. Σε μία ημέρα, σε 24 ώρες, ο Υπουργός άλλαξε τρεις απόψεις!!
.
#κυβέρνηση_Μητσοτάκη #Σκέρτσος #selftest #κρούσματα #φαρμακεία https://t.co/3MPiGgpK6U",4,-1,1,-1,-1,,-1
Το σύμπαν @kmitsotakis Άλλο σύμπαν https://t.co/EAGuCkuezg,4,-1,0,-1,-1,,-1
Η εγκληματική επιθεση στο @skaigr είναι το αποτέλεσμα της στοχοποίησης που συστηματικά δέχονται τα ΜΜΕ.,4,-1,-1,0,-1,,-1
Live η ενημέρωση από το υπουργείο Υγείας -Ο Σκέρτσος ανακοινώνει την άρση του lockdown https://t.co/7mNySvRX0y,3,0,0,0,0,,0
"Η μάχη κατά του καρκίνου είναι μια μάχη που δίνουν καθημερινά πολλοί συμπολίτες μας.
Μια μάχη δύσκολη τόσο για τους ίδιους τους ασθενείς όσο και για τις οικογένειες τους. 
Η εγρήγορση και ευαισθητοποίηση για την πρόληψη της ασθένειας είναι χρέος όλων μας. https://t.co/Ns90uCNw2g",0,1,1,1,1,,1
Περιμένουμε εντός των επόμενων ωρών την αντίδραση της διοίκησης του ΟΑΣΘ που θα έπρεπε ήδη να υπάρχει! #christosgiannoulis  https://t.co/xL2I7elvjs,2,-1,-1,-1,-1,,-1
Το άνοιγμα του λιανεμπορίου είναι πρόοδος που οφείλεται στην προσπάθεια όλων μας.Ενώ Γαλλία και Γερμανία υιοθετούν αυστηρότερα μέτρα εμείς πάμε μπροστά.Να μείνουμε προσεκτικοί και συντηρητικοί για να πάμε ακόμη καλύτερα! #Λιανεμπόριο,1,1,1,1,1,,1
@amfidexios @LoukGeorgiadis Έχω κάνει σχετική δήλωση. Καληνύχτα.,3,-1,0,0,0,,0
"Θεωρούνται ριζικές αλλαγές οι απλές αναδιατυπώσεις όρων, σαν να πρόκειται για παιχνίδι με λέξεις! Πχ.➡️άρ.5 για το συμφέρον του τέκνου, που υποτίθεται ότι αλλάζει το άρ.1511/ΑΚ.Η αλλαγή εδώ, ξέρετε ποια είναι;Η λέξη“πρωτίστως”αντικαταστάθηκε τώρα από τη λέξη“ιδίως”! @ellinikilisi https://t.co/JlUnXWVup2",4,-1,-1,-1,-1,,-1
@AdonisGeorgiadi Φίλε μου @AdonisGeorgiadi περαστικά και γρήγορα να επιστρέψεις!!!!,2,1,1,1,1,,1
"👉🏻 στελέχωση του Δήμου, με προσλήψεις μόνιμου προσωπικού μέσω ΑΣΕΠ, καθώς και δυνατότητα έκτακτης χρηματοδότησης του Δήμου, εξαιτίας COVID-19",0,1,0,1,1,,1
"➡️ Επίσκεψη στο Mega Εμβολιαστικό Κέντρο της Πάτρας και ξενάγηση  στις εγκαταστάσεις του. 
➡️ Είχα την ευκαιρία να συνομιλήσω με την υπεύθυνη του κέντρου Επισμηναγό Μαρία Κουράκου, το προσωπικό και τους εμβολιαζόμενους συμπολίτες μας._

#Αχαΐα #Πάτρα #εμβόλιο https://t.co/W9D1z0luzp",0,1,0,0,0,,0
"Νέος αναπτυξιακός νόμος με αυξημένα ποσοστά ενίσχυσης για τις νησιωτικές περιοχές.
📍 Δείτε την πρόταση που κατέθεσα στην ομιλία μου στην ολομέλεια της Βουλής για το νομοσχέδιο του Υπουργείου Ανάπτυξης ➡ https://t.co/Q04LMlfefm",1,0,1,0,0,,0
"Η Αριστερά της Κροατίας,@mozemoHR κερδίζει τις δημοτικές εκλογές στο Ζάγκρεμπ με το πρωτοφανές 46%!
Στις αντίστοιχες του '17 ο προπομπός του Možemo είχε εκλέξει 1/51 έδρες!
Το Κόμμα ιδρύθηκε μόλις το 2019 &amp; στις εθνικές εκλογές του 2020 πήρε 7% &amp; 7 έδρες.
Congrats comrades! https://t.co/NmQxHbNxGv",1,1,1,1,1,,1
"Δεν μπορεί η πανδημία να λειτουργεί ως «εργαλείο» για λήψη ανθελληνικών, «χριστιανοφοβικών» και αντικοινωνικών μέτρων!
Η @ellinikilisi καλεί επιτέλους την κυβέρνηση να υιοθετήσει τον συνδυασμό μέτρων που επισήμως έχει καταθέσει εδώ και μήνες. https://t.co/pKBlxuo7Vw",2,-1,-1,-1,-1,,-1
"Ο εμβολιασμός κατά της #covid19 συνεχίζεται οργανωμένα και με ασφάλεια. Από σήμερα έχει ξεκινήσει η διαδικασία των ραντεβού και για τα άτομα 70-74 ετών. 
➡️ https://t.co/CgdIB7aXBM https://t.co/5SzTkfL6Gr",1,1,1,0,1,,1
"Έτσι κατάντησε τη χώρα ο Μητσοτάκης και το άθλιο επιτελείο του. Ανίκανοι, επικίνδυνοι, ψεύτες, χυδαίοι. Η βία είναι το τελευταίο τους καταφύγιο, πολύ σύντομα όμως ούτε εκεί θα μπορούν να κρυφτούν. https://t.co/iwp7E8CIPm",4,-1,-1,-1,-1,,-1
Ε. Στυλιανίδης: «Δέχθηκα πόλεμο όταν έδωσα την Ελληνική Ιθαγένεια στον Γιάννη αλλά νοιώθω δικαιωμένος» - https://t.co/fIeOVOlFJO https://t.co/zoXNwfrvqm,1,0,1,0,0,,0
"Σήμερα το πρωί 42 Αθηναίες και Αθηναίοι χωρίς κομματικές ταυτότητες και εξαρτήσεις, κάτοικοι πλ. Βαρνάβα, κατέθεσαν μήνυση κατά παντός υπευθύνου για έκθεση της υγείας τους σε θανάσιμο κίνδυνο. Η Εισαγγελία Πρωτοδικών οφείλει, λοιπόν, να καλέσει τους διοργανωτές των συγκεντρώσεων. https://t.co/CdraFvwGc6",3,-1,-1,0,-1,,-1
Όλη η συνέντευξη👇🏻 https://t.co/ieHcqzQWvw,2,0,0,0,0,,0
"Η Νότια Αθήνα και ολόκληρο το παραλιακό μέτωπο της πρωτεύουσας αλλάζουν όψη. Ακόμη μια μεγάλη πρωτοβουλία της κυβέρνησης Μητσοτάκη για την ευρύτερη περιοχή, μετά την ανάπλαση της ΠΥΡΚΑΛ. https://t.co/QS2GSsJX0f",2,1,1,1,1,,1
"Πάνος Σκουρλέτης: Παίζουν στα «ζάρια» τις εισφορές των εργαζομένων, να αποτραπεί το διαρκές οικονομικό έγκλημα 
#ΣΥΡΙΖΑ
https://t.co/unOI7QGX2O μέσω @inde_news",1,-1,-1,-1,-1,,-1
"Το κείμενο στήριξης των 15 είναι ένα κείμενο βγαλμένο από την ψυχή του ΣΥΡΙΖΑ, υπογράφεται από στελέχη που παραδοσιακά υποστήριζαν τρομοκράτες από την εποχή του 3%. 
Συζητάμε στο @KontraChannel με τον @GSiadimas  https://t.co/putuR5VjXa",1,-1,-1,-1,-1,,-1
⭕️Στις 11:00 καλεσμένος στην εκπομπή «Αταίριαστοι» στην τηλεόραση του Σκάι @skaigr #atairiastoi https://t.co/UAA7GGG2Ag,1,0,0,0,0,,0
Η Τουρκία νιώθει ότι η Αμερική την σνομπάρει. Θέλει να αναγνωριστεί διεθνώς ως χώρα με ειδικό καθεστώς: να διαβάζει όπως θέλει το διεθνές δίκαιο και να εφαρμόζει το κράτος δικαίου κατά περίπτωση. Οι ΗΠΑ δεν αναγνωρίζουν στην Τουρκία αυτήν την ιδιαιτερότητα. @skaigr @SkaitvGR,0,0,0,0,0,,0
"❗️Η κυβέρνηση από τη μια απλουστεύει τις διαδικασίες για τις ιαματικές πηγές, από την άλλη εκποιεί μέσω ΑΕ τον τουριστικό πλούτο της χώρας. Τουρισμός ΑΕ για την ΝΔ ❗️
👉🏻 https://t.co/zyhAmjeIp5",2,-1,-1,-1,-1,,-1
Είναι τρεις οι επίκαιρες ερωτήσεις που έχει καταθέσει ο κ. Τσίπρας (ενν. σχετικά με τις αλλαγές στον τρόπο εισαγωγής στα ΑΕΙ). Μέσα έχει κάνει ένα λάθος. Κάπου στην ερώτηση γράφει ότι είναι 30.000 όσοι δε θα μπουν στα πανεπιστήμια φέτος. https://t.co/MrCTFnTc3j,0,-1,0,0,0,,0
"Ακόμα και η ευρωβουλευτής της ΝΔ κ.Βόζεμπεργκ ζητά την παραίτηση της κ.Μενδώνη. 
Άραγε υπάρχει κάποιος που εξακολουθεί και στηρίζει την υπουργό Πολιτισμού; 
Ποιος και γιατί;;;",3,-1,-1,-1,-1,,-1
@velopky @ellinikilisi Θα βάλουν τον λύκο να φυλάει τα πρόβατα και σίγουρα θα καλύπτουν τους ομοθρησκευόμενους και ομοεθνείς  πριν την νέα ταυτότητα τους.Όσο για μας θα ισχύει το... αδικημένος και δαρμένος. ΕΛΛΗΝΙΚΗ ΛΥΣΗ η λύση για τους Έλληνες.,1,-1,-1,-1,-1,,-1
"Η επανεκκίνηση των διευρευνητικών επαφών είναι ένα καλό βήμα. Η Τουρκία έχει δείξει διάθεση για αλλαγή πλεύσης, το θέμα είναι αυτή η διάθεση και συμπεριφορά να χαρακτηρίζονται από σταθερότητα, διάρκεια και συνέπεια. Στο @SkaitvGR με τους @dimoikonomu &amp; @M_anasta. #simera https://t.co/dDCaVpiWuH",4,1,1,1,1,,1
"Προετοιμασία &amp; ενίσχυση για την οποία από την πρώτη στιγμή ο #ΣΥΡΙΖΑ είχε καταθέσει συγκεκριμένες προτάσεις, για να εισπράττει συνεχώς την αυτάρεσκη απόρριψή τους από την κυβέρνηση #protothema",3,-1,-1,-1,-1,,-1
"Ο ανορθολογισμός &amp; οι συνομωσιολόγοι προσπαθούν να εκμεταλλευτούν όσους έχουν φόβους για τον εμβολιασμό. Είναι ευθύνη της κυβέρνησης που με τις παλινωδίες της ενίσχυσε αυτούς τους φόβους, αντί να τους διαλύσει. Συνέντευξή μου στο #ValueNews: https://t.co/G8XI2LGMhs #ΕΜΒΟΛΙΑΣΜΟΙ https://t.co/uw91jrC17T",0,-1,-1,-1,-1,,-1
"Το 2021, η χρονιά της μεγάλης διαπραγμάτευσης για την ανατολική Μεσόγειο. Η #Τουρκία στις ελληνικές προσκλήσεις διαλόγου απαντάει με προκλήσεις. Η #Ελλάδα έχει πετύχει μία κρίσιμη μάζα διπλωματικής υποστήριξης με την επιτυχημένη πολιτική που ασκεί.

https://t.co/93T67CRynu",3,1,1,1,1,,1
"Δεν επιτρέπονται σήμερα στην σύγχρονη δημόσια εκπαίδευση και έρευνα προγράμματα σπουδών που προσβάλουν την ιστορική μνήμη και που επιδιώκουν να παίξουν τον ρόλο του δούρειου ίππου για την αλλοίωση του αγώνα και την άμβλυνση της ιστορικής μνήμης

https://t.co/0E0EhXsRzx https://t.co/82lc3EhutM",1,-1,-1,-1,-1,,-1
"Το @kinimallagis έχει ζητήσει διαβούλευσή με φορείς της τοπικής αυτοδιοίκησης για το #Ταμείο_ανάκαμψης, όμως η #κυβερνηση_Μητσοτακη φαίνεται αποφασίζει μόνη της για ένα ζήτημα που θα καθορίσει το αναπτυξιακό αποτύπωμα της χώρας τις επόμενες 10ετίες @vimatvioannina https://t.co/S7lNwL8bWj",2,-1,-1,-1,-1,,-1
@PrimeministerGR  Η σιωπή είναι συνενοχή https://t.co/jD9uo2k6Ze,4,-1,0,-1,-1,,-1
"Σήμερα το απόγευμα, στις 7.30μμ, σας περιμένουμε στη διαδικτυακή εκδήλωση: ""Κοινωνική συμφωνία για την πράσινη μετάβαση, για τον οικολογικό και κοινωνικό μετασχηματισμό της Ελληνικής Οικονομίας"" που διοργανώνει ο ΣΥΡΙΖΑ ΑΡΤΑΣ.
Μαζί με @RenaDourou &amp; @olgagerovasili
Ζωντανά στο fb: https://t.co/wKMN0K6LmY",2,1,0,0,0,,0
Οι ζωές μας πάνω από τα κέρδη (video) https://t.co/fxgttUkRsu,4,-1,1,0,TIE,0,0
